entidad_norm,id_entidad_pt,entidad_pt,regimen,periodo_pt,n_personas_pt,ingreso_mediana_pt,ingreso_p25_pt,ingreso_p75_pt,masa_mensual_pt,n_convocatorias_cas,salario_oferta_mediana_cas,gap_oferta_vs_ejecutado,fuente_pt_url
MUNICIPALIDAD PROVINCIAL DEL SANTA (MPS - CHIMBOTE),11144,Municipalidad Provincial del Santa (MPS - CHIMBOTE),CAS,2026-02,205,1500.0,1150.0,4014.19,486213.52,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11144&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
UNIVERSIDAD NACIONAL DE CANETE (UNDC),15357,UNIVERSIDAD NACIONAL DE CAÑETE (UNDC),CAS,2026-03,143,2364.19,1964.19,3664.19,483730.04,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=15357&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
AGENCIA PERUANA DE COOPERACION INTERNACIONAL (APCI),10004,Agencia Peruana de Cooperación Internacional (APCI),CAS,2026-03,74,6364.19,4364.19,8364.19,478737.78,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10004&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE CASTILLA (MDC),11548,Municipalidad Distrital de Castilla (MDC),CAS,2026-05,128,3349.19,1900.0,5800.0,475824.01,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11548&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS (UNAJMA),14119,Universidad Nacional José María Arguedas (UNAJMA),CAS,2026-05,174,2064.19,1857.77,3364.19,461159.55,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14119&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
MUNICIPALIDAD DISTRITAL DE BRENA (MD-BRENA),10053,Municipalidad Distrital de Breña (MD-BREÑA),CAS,2026-05,109,2270.0,2118.67,5057.5,458155.65,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10053&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
ARCHIVO GENERAL DE LA NACION (AGN),181,Archivo General de la Nación (AGN),CAS,2026-03,75,4364.19,3364.19,7864.19,455297.07,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=181&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
PROGRAMA NACIONAL DE INVESTIGACION CIENTIFICA Y ESTUDIOS AVANZADOS (PROCIENCIA),14258,PROGRAMA NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y ESTUDIOS AVANZADOS (PROCIENCIA),CAS,2026-01,54,8364.19,6364.19,10364.19,453056.39,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14258&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA (UNSCH),10439,Universidad Nacional San Cristóbal de Huamanga (UNSCH),CAS,2025-12,150,2665.43,2300.0,3334.19,452263.63,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10439&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
"INSTITUTO REGIONAL DE OFTALMOLOGIA ""JAVIER SERVAT UNIVASO"" (IRO-JSU)",14261,"Instituto Regional de Oftalmología ""Javier Servat Univaso"" (IRO-JSU)",CAS,2025-12,125,2864.19,2064.19,4000.0,451129.11,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14261&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
DIRECCION REGIONAL DE SALUD TACNA (DIRESA TACNA),14003,Dirección Regional de Salud Tacna (DIRESA Tacna),CAS,2026-03,125,3264.19,2164.19,3400.0,447835.7,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14003&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIVERSIDAD NACIONAL DE CAJAMARCA (UNC),10408,Universidad Nacional de Cajamarca (UNC),CAS,2026-05,227,1639.19,1639.19,1639.19,444250.25,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10408&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO (PASLC),18784,Programa Agua Segura para Lima y Callao (PASLC),CAS,2026-04,41,11364.19,9364.19,12364.19,443762.37,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18784&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS (UNTRM),14270,Universidad Nacional Toribio Rodriguez de Mendoza de Amazonas (UNTRM),CAS,2026-04,168,2050.0,1864.19,3133.0,442761.96,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14270&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
MUNICIPALIDAD PROVINCIAL DE HUALGAYOC (MPH-BCA),11887,Municipalidad Provincial de Hualgayoc (MPH-BCA),CAS,2025-06,149,2564.19,1900.0,4100.0,441154.95,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11887&in_anno_consulta=2025&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=15
MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE (MDVO),14295,Municipalidad Distrital Veintiséis de Octubre (MDVO),CAS,2026-04,137,2464.19,2164.19,3860.19,437269.2,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14295&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIVERSIDAD NACIONAL DEL ALTIPLANO (UNAP),10449,Universidad Nacional del Altiplano (UNAP),CAS,2025-12,178,1789.19,1789.19,1864.19,427478.13,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10449&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
DIRECCION REGIONAL DE SALUD LIMA - PROVINCIA (DIRESA LIMA),14185,DIRECCION REGIONAL DE SALUD LIMA - PROVINCIA (DIRESA LIMA),CAS,2025-08,149,2064.19,1850.86,3164.19,422619.81,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14185&in_anno_consulta=2025&ch_mes_consulta=08&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
MUNICIPALIDAD DISTRITAL DE CAYMA (MDC),10480,Municipalidad Distrital de Cayma (MDC),CAS,2025-12,163,2300.0,1900.0,2800.0,421766.51,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10480&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
COMISION NACIONAL DE INVESTIGACION Y DESARROLLO AEROESPACIAL (CONIDA),85,Comisión Nacional de Investigación y Desarrollo Aeroespacial (CONIDA),CAS,2026-04,80,5364.19,3300.0,6864.19,420720.7,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=85&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL CRNL. GREGORIO ALBARRACIN LANCHIPA (MD-CGAL),12667,Municipalidad Distrital Crnl. Gregorio Albarracín­ Lanchipa (MD-CGAL),CAS,2025-12,124,2214.19,1814.19,2865.83,412976.53,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12667&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
DESPACHO PRESIDENCIAL (DP),10031,Despacho Presidencial (DP),CAS,2026-05,79,4864.19,3364.19,6864.19,411616.95,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10031&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
GOBIERNO REGIONAL DE AMAZONAS (GR-AMAZONAS),11796,Gobierno Regional de Amazonas (GR-Amazonas),CAS,2026-05,74,2503.84,1457.69,10364.19,405226.56,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11796&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD PROVINCIAL DE HUAMANGA (MP-HUAMANGA),11868,Municipalidad Provincial de Huamanga (MP-HUAMANGA),CAS,2026-02,159,2300.0,1947.06,3064.19,401541.1,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11868&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
MUNICIPALIDAD DISTRITAL DE YARINACOCHA (MDY),11779,Municipalidad Distrital de Yarinacocha (MDY),CAS,2026-04,135,1564.19,1389.19,6700.0,399194.13,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11779&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIVERSIDAD NACIONAL CIRO ALEGRIA (UNCA),18813,Universidad Nacional Ciro Alegria (UNCA),CAS,2026-05,99,3000.0,2500.0,4000.0,397900.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18813&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
GOBIERNO REGIONAL TUMBES (GR-TUMBES),10170,Gobierno Regional Tumbes (GR-Tumbes),CAS,2026-03,139,2464.19,1864.19,3164.19,394372.41,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10170&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIDAD EJECUTORA 008 PROYECTOS ESPECIALES DEL PLIEGO 003 (UE 008 - PE),14281,Unidad Ejecutora 008 Proyectos Especiales del Pliego 003 (UE 008 - PE),CAS,2026-04,42,10364.19,7364.19,10364.19,391231.79,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14281&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD (CENARES),14192,Centro Nacional de Abastecimiento de Recursos Estratégicos en Salud (CENARES),CAS,2026-03,54,8000.0,3000.0,9000.0,390000.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14192&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
RED DE SALUD AMBO (RSA),47949,RED DE SALUD AMBO (RSA),CAS,2026-04,150,2164.19,2164.19,3264.19,389565.34,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=47949&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
RED DE SALUD DE DOS DE MAYO - UNIDAD EJECUTORA 406 (RSDM),14263,RED DE SALUD DE DOS DE MAYO - UNIDAD EJECUTORA 406 (RSDM),CAS,2026-05,161,2000.0,1800.0,2900.0,389491.9,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14263&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
UNIVERSIDAD NACIONAL DE JULIACA (UNAJ),16385,UNIVERSIDAD NACIONAL DE JULIACA (UNAJ),CAS,2026-03,133,2664.19,2364.19,3364.19,389423.17,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16385&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIVERSIDAD NACIONAL DE MUSICA (UNM),18686,Universidad Nacional de Música (UNM),CAS,2025-10,74,3764.19,3764.19,6264.19,383933.03,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18686&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
DIRECCION GENERAL DE ELECTRIFICACION RURAL (DGER),13414,Dirección General de Electrificación Rural (DGER),CAS,2026-04,57,7364.19,5364.19,7364.19,380314.31,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13414&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
INSTITUTO NACIONAL DE OFTALMOLOGIA (INO),13804,Instituto Nacional de Oftalmología (INO),CAS,2026-05,78,3581.99,2153.67,5364.19,377895.89,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13804&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
DIRECCION REGIONAL DE SALUD DE ICA (DIRESA-ICA),13853,Direccion Regional de Salud de Ica (DIRESA-ICA),CAS,2026-03,102,3263.09,3137.62,3359.66,376553.45,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13853&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA (MPH),980,Municipalidad Provincial de Huancavelica (MPH),CAS,2026-04,187,1764.19,1514.19,2250.0,372803.47,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=980&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=14
MUNICIPALIDAD PROVINCIAL DE VIRU (MP-VIRU),12108,Municipalidad Provincial de Virú (MP-VIRÚ),CAS,2026-04,175,1864.19,1600.0,2064.19,371858.89,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12108&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
MUNICIPALIDAD DISTRITAL DE YURA (MDY),10505,Municipalidad Distrital de Yura (MDY),CAS,2026-03,126,3058.02,2000.0,3652.5,360790.79,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10505&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA (MD-PUNTAHERMOSA),10073,Municipalidad Distrital de Punta Hermosa (MD-PUNTAHERMOSA),CAS,2026-04,113,1883.49,1752.6,3711.44,360611.99,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10073&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE TAMBOGRANDE (MD - TGRANDE),11555,Municipalidad Distrital de Tambogrande (MD - TGRANDE),CAS,2025-10,132,2314.19,1664.19,3264.19,357647.55,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11555&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIVERSIDAD NACIONAL AMAZONICA DE MADRE DE DIOS (UNAMAD),13136,Universidad Nacional Amazonica de Madre de Dios (UNAMAD),CAS,2025-11,154,1744.69,1600.0,2000.0,357477.79,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13136&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA (MDSL),10087,Municipalidad Distrital de San Luis - LIMA (MDSL),CAS,2026-05,78,2714.19,2164.19,8600.0,356337.88,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10087&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE (MPL),11428,Municipalidad Provincial de Lambayeque (MPL),CAS,2026-04,135,1864.19,1614.19,2564.19,352137.34,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11428&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
HOSPITAL JOSE AGURTO TELLO DE CHOSICA (HJATCH),13902,Hospital José Agurto Tello de Chosica (HJATCH),CAS,2025-11,106,2639.34,1964.19,3164.19,351992.46,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13902&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI (MPQ),67965,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI (MPQ),CAS,2025-10,118,2500.0,2000.0,3500.0,348709.03,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=67965&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
GOBIERNO LOCAL DE LA PROVINCIA DE QUISPICANCHI (GLPQ/U),11816,GOBIERNO LOCAL DE LA PROVINCIA DE QUISPICANCHI (GLPQ/U),CAS,2025-10,118,2500.0,2000.0,3500.0,348709.03,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11816&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA (UNISCJSA),14218,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa (UNISCJSA),CAS,2026-03,82,3787.67,2828.39,4946.08,344956.74,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14218&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
DIRECCION DE GESTION DE RECURSOS EDUCATIVOS (DIGERE),38928,DIRECCION DE GESTION DE RECURSOS EDUCATIVOS (DIGERE),CAS,2026-01,32,10364.19,8864.19,11960.0,339937.99,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=38928&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIDAD EJECUTORA 005 PROYECTO ESPECIAL NAYLAMP - LAMBAYEQUE (U.E. 005),14076,Unidad Ejecutora 005 Proyecto Especial Naylamp - Lambayeque (U.E. 005),CAS,2026-04,139,1864.19,1464.19,2564.19,339897.32,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14076&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD DISTRITAL DE MI PERU (MDMP),18596,Municipalidad Distrital de Mi Perú (MDMP),CAS,2026-03,141,1664.19,1564.19,1864.19,335534.56,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18596&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD DISTRITAL DE MAJES (MD-MAJES),11864,Municipalidad Distrital de Majes (MD-Majes),CAS,2026-02,115,2664.19,2064.19,3300.0,335315.59,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11864&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
ACADEMIA DE LA MAGISTRATURA (AMAG),10043,Academia de la Magistratura (AMAG),CAS,2026-04,76,4557.09,3064.19,5364.19,326325.8,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10043&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION (UNJFSC),10045,Universidad Nacional José Faustino Sánchez Carrión (UNJFSC),CAS,2026-03,191,1514.19,1389.19,1764.19,325175.06,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10045&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
MUNICIPALIDAD DISTRITAL DE SANTA ANITA (MDSA),10110,Municipalidad Distrital de Santa Anita (MDSA),CAS,2026-01,104,1577.19,1323.64,6473.08,323657.42,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10110&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE RIO TAMBO (MDRT),11280,Municipalidad Distrital de Rio Tambo (MDRT),CAS,2026-04,107,2800.0,2235.81,3500.0,322787.82,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11280&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
UNIVERSIDAD NACIONAL DE SAN MARTIN (UNSM),10409,Universidad Nacional de San Martí­n (UNSM),CAS,2025-10,133,1864.19,1664.19,2128.38,319387.21,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10409&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
CONGRESO DE LA REPUBLICA (CONGRESO),16,Congreso de la República (Congreso),CAS,2026-05,60,3964.19,3964.19,5028.19,318817.92,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
DIRECCION REGIONAL DE SALUD HUANCAVELICA (DIRESA HUANCAVELICA),12797,Dirección Regional de Salud Huancavelica (DIRESA Huancavelica),CAS,2026-04,99,2962.54,2163.59,3264.19,312523.48,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12797&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
GERENCIA REGIONAL DE EDUCACION MOQUEGUA (GREM),13281,GERENCIA REGIONAL DE EDUCACIÓN MOQUEGUA (GREM),CAS,2025-06,76,4000.0,3600.0,5000.0,312000.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13281&in_anno_consulta=2025&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
GOBIERNO REGIONAL DE ICA (GORE-ICA),10147,Gobierno Regional de Ica (GORE-ICA),CAS,2026-01,119,2164.19,1864.19,2864.19,311038.61,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10147&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD PROVINCIAL DE PADRE ABAD (MPPA-A),12230,Municipalidad Provincial de Padre Abad (MPPA-A),CAS,2026-05,71,4164.19,2864.19,5014.19,310357.49,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12230&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
