fecha,entidad,cargo,nombre,norma,sumilla,fuente_url,captured_at
2026-08-28,Consejo Directivo del Programa Nacional de Innovación y Desarrollo Productivo - PROINNÓVAT,representante,,RESOLUCIÓN MINISTERIAL,Designan representante del Ministro de la Producción ante el Consejo Directivo del Programa Nacional de Innovación y Desarrollo Productivo - PROINNÓVATE,https://busquedas.elperuano.pe/dispositivo/NL/2548184-1,2026-09-06T01:35:07-0500
2026-08-28,,Gerente,,RESOLUCIÓN JEFATURAL,Designan Gerente de la Gerencia Macro Regional Sur Medio del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548023-1,2026-09-06T01:35:07-0500
2026-08-28,,Director General,,RESOLUCIÓN JEFATURAL,Designan Director General de la Oficina General de Administración de Recursos del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548478-1,2026-09-06T01:35:07-0500
2026-08-28,,Gerente,,RESOLUCIÓN JEFATURAL,Designan Gerente de la Gerencia Macro Regional Oriente del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548024-1,2026-09-06T01:35:07-0500
2026-08-28,,Gerente,,RESOLUCIÓN JEFATURAL,Designan Gerente de la Gerencia Macro Regional Centro del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548324-1,2026-09-06T01:35:07-0500
2026-08-28,,Secretaria General,,RESOLUCIÓN JEFATURAL,Designan Secretaria General del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548477-1,2026-09-06T01:35:07-0500
2026-08-28,,Director,,RESOLUCIÓN DIRECTORAL,Designan Director de la Dirección de Fiscalización y Supervisión (DFS) de la APCI y le asignan temporalmente las funciones de la Dirección de Seguimiento y Fiscalización (DSF),https://busquedas.elperuano.pe/dispositivo/NL/2548289-1,2026-09-06T01:35:07-0500
2026-08-28,Programa Nacional de Entrega de la Pensión no Contributiva a Personas con Discapacidad Sev,jefe,,RESOLUCIÓN,Designan jefe de la Unidad de Tecnologías de la Información del Programa Nacional de Entrega de la Pensión no Contributiva a Personas con Discapacidad Severa en Situación de Pobreza – CONTIGO,https://busquedas.elperuano.pe/dispositivo/NL/2548470-1,2026-09-06T01:35:07-0500
2026-08-28,Programa de Alimentación Escolar (PAE),Jefa,,RESOLUCIÓN,"Designan Jefa de la Subunidad de Contrataciones y Transferencias de la Unidad de Gestión de Contrataciones, Transferencias y Rendición de Cuentas del Programa de Alimentación Escolar (PAE)",https://busquedas.elperuano.pe/dispositivo/NL/2548459-1,2026-09-06T01:35:07-0500
2026-08-28,,Director General,,RESOLUCIÓN,Designan Director General de la Oficina General de Planeamiento y Presupuesto,https://busquedas.elperuano.pe/dispositivo/NL/2548202-1,2026-09-06T01:35:07-0500
2026-08-28,,fedatarios(as),,RESOLUCIÓN,Designan fedatarios(as) en la Intendencia Nacional de Bomberos del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2548240-1,2026-09-06T01:35:07-0500
2026-08-28,Programa de Desarrollo Productivo Agrario Rural – AGRO RURAL,Jefe,,RESOLUCIÓN DIRECTORAL,Designan Jefe de la Sub Unidad de Abastecimiento de la Unidad de Administración del Programa de Desarrollo Productivo Agrario Rural – AGRO RURAL,https://busquedas.elperuano.pe/dispositivo/NL/2548458-1,2026-09-06T01:35:07-0500
2026-08-28,Programa de Desarrollo Productivo Agrario Rural – AGRO RURAL,Jefe,,RESOLUCIÓN DIRECTORAL,Designan Jefe de la Unidad Zonal Cusco del Programa de Desarrollo Productivo Agrario Rural – AGRO RURAL,https://busquedas.elperuano.pe/dispositivo/NL/2548461-1,2026-09-06T01:35:07-0500
2026-08-27,Municipalidad Distrital de San Isidro – Lima,Jefe,,RESOLUCIÓN,Designan Jefe del Órgano de Control Institucional de la Municipalidad Distrital de San Isidro – Lima,https://busquedas.elperuano.pe/dispositivo/NL/2547346-1,2026-09-06T01:35:07-0500
